pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2
Kepler-5,b,Kepler-5 b,Transit,0.0538,0.0015,-0.0021,0,,,,,1.37,0.04,-0.06,2.111,0.067,-0.086,0,670.93913,21.29461,-27.33338
WASP-164,b,WASP-164 b,Transit,0.02818,0.00065,-0.00072,0,0,,,0,0.95,0.07,-0.07,2.13,0.12,-0.13,0,676.9779,38.1396,-41.3179
WASP-53,b,WASP-53 b,Transit,0.04101,0.00083,-0.00091,0,0.03,,,1,0.84,0.05,-0.05,2.132,0.092,-0.094,0,677.61356,29.24036,-29.87602
HATS-15,b,HATS-15 b,Transit,0.02712,0.00023,-0.00023,0,0.126,,,1,0.87,0.02,-0.02,2.17,0.15,-0.15,0,689.6911,47.6745,-47.6745
WASP-87,b,WASP-87 b,Transit,0.02946,0.00075,-0.00075,0,0,,,0,1.2,0.09,-0.09,2.18,0.15,-0.15,0,692.8694,47.6745,-47.6745
Kepler-40,b,Kepler-40 b,Transit,0.08,0.003,-0.003,0,0,,,0,1.48,0.06,-0.06,2.2,0.4,-0.4,0,699.2,127.1,-127.1
HATS-52,b,HATS-52 b,Transit,0.02498,0.0004,-0.0004,0,0.246,,,1,1.11,0.05,-0.05,2.24,0.15,-0.15,0,711.9392,47.6745,-47.6745
CoRoT-21,b,CoRoT-21 b,Transit,0.0417,0.0011,-0.0011,0,0,,,0,1.29,0.09,-0.09,2.26,0.31,-0.31,0,718.2958,98.5273,-98.5273
HATS-24,b,HATS-24 b,Transit,0.0238,0.001,-0.001,0,0,,,0,1.07,0.03,-0.05,2.26,0.17,-0.17,0,718.2958,54.0311,-54.0311
GJ 876,b,GJ 876 b,Radial Velocity,0.208317,0.00002,-0.00002,0,0.0324,0.0013,-0.0013,0,0.32,0.03,-0.03,2.2756,0.0045,-0.0045,0,723.2235,1.4302,-1.4302
NN Ser,d,NN Ser d,Eclipse Timing Variations,3.43,0.14,-0.14,0,0.19,0.05,-0.05,0,0.54,0,0,2.3,0.5,-0.5,0,731,158.9,-158.9
WASP-192,b,WASP-192 b,Transit,0.0408,0.0008,-0.0008,0,0,,,0,1.09,0.06,-0.06,2.3,0.16,-0.16,0,731.009,50.8528,-50.8528
POTS-1,b,POTS-1 b,Transit,0.03734,0.0009,-0.0009,0,,,,,0.69,0.05,-0.05,2.31,0.77,-0.77,0,734.16,244.72,-244.72
CoRoT-11,b,CoRoT-11 b,Transit,0.0436,0.005,-0.005,0,0,,,0,1.27,0.05,-0.05,2.33,0.34,-0.34,0,740.51,108.06,-108.06
WASP-36,b,WASP-36 b,Transit,0.02677,0.00028,-0.00028,0,,,,,1.08,0.03,-0.03,2.361,0.07,-0.07,0,750.39663,22.2481,-22.2481
NGTS-3 A,b,NGTS-3 A b,Transit,0.023,0.007,-0.005,0,,,,0,1.02,0.09,-0.09,2.38,0.26,-0.26,0,756.4354,82.6358,-82.6358
Kepler-539,c,Kepler-539 c,Transit Timing Variations,2.42,0.5,-0.51,0,0.5,0.1,-0.1,0,1.05,0.04,-0.04,2.4,1.2,-1.2,0,762.792,381.396,-381.396
CoRoT-17,b,CoRoT-17 b,Transit,0.0461,0.0008,-0.0008,0,0,,,0,1.04,0.1,-0.1,2.43,0.3,-0.3,0,772.29,95.34,-95.34
WASP-140,b,WASP-140 b,Transit,0.0323,0.0005,-0.0005,0,0.047,0.0035,-0.0035,0,0.9,0.04,-0.04,2.44,0.07,-0.07,0,775.5052,22.2481,-22.2481
Kepler-17,b,Kepler-17 b,Transit,0.02591,0.00037,-0.00036,0,0.011,,,1,1.16,0.06,-0.06,2.45,0.11,-0.11,0,778.65,34.96,-34.96
WASP-161,b,WASP-161 b,Transit,0.0673,0.0023,-0.0023,0,,,,0,1.39,0.14,-0.14,2.49,0.21,-0.21,0,791.3967,66.7443,-66.7443
Qatar-2,b,Qatar-2 b,Transit,0.02153,0.0002,-0.0002,0,0,,,0,0.74,0.02,-0.02,2.494,0.054,-0.054,0,792.635,17.162,-17.162
GJ 317,b,GJ 317 b,Radial Velocity,1.15,0.05,-0.05,0,0.11,0.05,-0.05,0,0.42,0.05,-0.05,2.5,0.7,-0.4,0,794.5,222.5,-127.1
Kepler-419,b,Kepler-419 b,Transit,0.37,0.007,-0.006,0,0.833,0.013,-0.013,0,1.39,0.08,-0.07,2.5,0.3,-0.3,0,794.5,95.3,-95.3
HD 97048,b,HD 97048 b,Disk Kinematics,130,0,0,0,,,,0,2.4,0,0,2.5,0.5,-0.5,0,794.575,158.915,-158.915
PSR B1620-26,b,PSR B1620-26 b,Pulsar Timing,23,0,0,0,,,,,1.35,0,0,2.5,1,-1,0,794.575,317.83,-317.83
TOI 150,b,TOI 150.01,Transit,0.07037,0.00087,-0.00088,0,0.262,0.045,-0.037,0,1.35,0.04,-0.03,2.51,0.12,-0.12,0,797.7533,38.1396,-38.1396
OGLE-2015-BLG-1649L,b,OGLE-2015-BLG-1649L b,Microlensing,2.07,0.65,-0.77,0,,,,0,0.34,0.19,-0.19,2.54,1.48,-1.39,0,807.2882,470.3884,-441.7837
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,1.82,0.84,-0.73,0,,,,,0.19,0.3,-0.12,2.56,4.15,-1.58,0,813.6448,1318.9945,-502.1714
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,4.3,2.5,-0.8,0,,,,,0.63,0.07,-0.09,2.6,0.8,-0.6,0,826.358,254.264,-190.698
WASP-141,b,WASP-141 b,Transit,0.0469,0.0007,-0.0007,0,0,,,0,1.25,0.06,-0.06,2.69,0.15,-0.15,0,854.9627,47.6745,-47.6745
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,Microlensing,1.8,0.5,-0.5,0,,,,0,0.33,0.32,-0.19,2.7,2.5,-1.5,0,858.141,794.575,-476.745
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,Microlensing,3.45,0.26,-0.26,0,,,,,0.44,0.07,-0.07,2.73,0.43,-0.43,0,867.64,136.66,-136.66
HATS-22,b,HATS-22 b,Transit,0.05025,0.00042,-0.00042,0,0.079,0.026,-0.026,0,0.76,0.02,-0.02,2.74,0.11,-0.11,0,870.8542,34.9613,-34.9613
CoRoT-10,b,CoRoT-10 b,Transit,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,0.89,0.05,-0.05,2.75,0.16,-0.16,0,874,50.85,-50.85
KELT-16,b,KELT-16 b,Transit,0.02044,0.00024,-0.00026,0,0,,,0,1.21,0.04,-0.05,2.75,0.16,-0.15,0,874.0325,50.8528,-47.6745
WASP-158,b,WASP-158 b,Transit,0.0517,0.0018,-0.0018,0,0,,,0,1.38,0.14,-0.14,2.79,0.23,-0.23,0,886.7457,73.1009,-73.1009
CoRoT-23,b,CoRoT-23 b,Transit,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,1.14,0.08,-0.08,2.8,0.3,-0.3,0,889.9,95.3,-95.3
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,1.67,0.94,-0.35,0,,,,,0.29,0.23,-0.15,2.8,2.2,-1.5,0,889.924,699.226,-476.745
OGLE-2018-BLG-1011L,c,OGLE-2018-BLG-1011L c,Microlensing,0.8,0.9,-0.6,0,,,,0,0.18,0.33,-0.1,2.8,5.1,-1.7,0,889.924,1620.933,-540.311
Kepler-433,b,Kepler-433 b,Transit,0.0679,0.0027,-0.0027,0,0.119,0.079,-0.079,0,1.46,0.17,-0.17,2.82,0.52,-0.52,0,896.24,165.26,-165.26
Kepler-434,b,Kepler-434 b,Transit,0.1143,0.003,-0.003,0,0.131,0.072,-0.072,0,1.2,0.09,-0.09,2.86,0.35,-0.35,0,908.96,111.24,-111.24
KELT-9,b,KELT-9 b,Transit,0.03462,0.0011,-0.00093,0,0,,,0,2.52,0.25,-0.2,2.88,0.84,-0.84,0,915.3504,266.9772,-266.9772
NGTS-9,b,NGTS-9 b,Transit,0.058,0.003,-0.002,0,0.06,0.076,-0.052,0,1.34,0.05,-0.05,2.9,0.17,-0.17,0,921.707,54.0311,-54.0311
